Total,% Total range 80,% Total range 70,Population,location,% Total range 60,date,state,Negative,Negative range 60,Negative range 70,state_negative_range_80,Suspected,Suspected range 60,state_suspected_range_70,state_suspected_range_80,Infected,Infected range 60,Infected range 70,state_infected_range_80,Recovered,Recovered range 60,Recovered range 70,state_recovered_range_80,% Total infected by population,% Total supected by population,% Total recovered by population,% Total negative by population,% Total infected range 60,% Total supected rage 60,% Total recovered rage 60,% Total negative range 60,% Total infected range 70,% Total supected rage 70,% Total recovered rage 70,% Total negative range 70,% Total infected range 80,% Total supected rage 80,% Total recovered rage 80,% Total negative range 80,Susceptible death 60/69 age,Susceptible death 70/79 age,Susceptible death 80 or more age
363,14.33,22.87,    28088-Montejo de la Sierra,"Montejo de la Sierra, Madrid",30.58,2020-04-03,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00,2.00,1.00,0.00,0.00,0.00,1.65,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.09,0.39
363,14.33,22.87,    28088-Montejo de la Sierra,"Montejo de la Sierra, Madrid",30.58,2020-04-04,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,5.00,0.00,1.00,1.00,0.55,0.00,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.00,0.28,0.00,0.00,0.00,0.20
363,14.33,22.87,    28088-Montejo de la Sierra,"Montejo de la Sierra, Madrid",30.58,2020-04-05,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,6.00,0.00,1.00,2.00,0.28,0.00,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00
5032,2.31,6.28,    28089-Moraleja de Enmedio,"Moraleja de Enmedio, Madrid",13.99,2020-03-31,65,65.00,5.00,11.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.24,0.00,0.00,0.00
5032,2.31,6.28,    28089-Moraleja de Enmedio,"Moraleja de Enmedio, Madrid",13.99,2020-04-01,65,19.00,0.00,6.00,4.00,23.00,3.00,4.00,4.00,23.00,2.00,1.00,4.00,0.00,0.00,0.00,0.00,0.46,0.46,0.00,0.38,0.04,0.06,0.00,0.00,0.02,0.08,0.00,0.12,0.08,0.08,0.00,0.08,0.05,0.09,0.78
5032,2.31,6.28,    28089-Moraleja de Enmedio,"Moraleja de Enmedio, Madrid",13.99,2020-04-02,65,9.00,0.00,4.00,3.00,12.00,2.00,1.00,1.00,29.00,2.00,6.00,4.00,15.00,1.00,0.00,4.00,0.58,0.24,0.30,0.18,0.04,0.04,0.02,0.00,0.12,0.02,0.00,0.08,0.08,0.02,0.08,0.06,0.05,0.53,0.78
5032,2.31,6.28,    28089-Moraleja de Enmedio,"Moraleja de Enmedio, Madrid",13.99,2020-04-03,65,3.00,0.00,2.00,0.00,11.00,1.00,3.00,2.00,26.00,2.00,5.00,4.00,25.00,2.00,1.00,6.00,0.52,0.22,0.50,0.06,0.04,0.02,0.04,0.00,0.10,0.06,0.02,0.04,0.08,0.04,0.12,0.00,0.05,0.45,0.78
5032,2.31,6.28,    28089-Moraleja de Enmedio,"Moraleja de Enmedio, Madrid",13.99,2020-04-04,65,1.00,0.00,1.00,0.00,5.00,1.00,2.00,0.00,22.00,1.00,4.00,4.00,37.00,3.00,4.00,8.00,0.44,0.10,0.74,0.02,0.02,0.02,0.06,0.00,0.08,0.04,0.08,0.02,0.08,0.00,0.16,0.00,0.02,0.36,0.78
5032,2.31,6.28,    28089-Moraleja de Enmedio,"Moraleja de Enmedio, Madrid",13.99,2020-04-05,65,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,18.00,2.00,5.00,3.00,45.00,3.00,5.00,9.00,0.36,0.04,0.89,0.00,0.04,0.00,0.06,0.00,0.10,0.02,0.10,0.00,0.06,0.00,0.18,0.00,0.05,0.45,0.58
12321,2.86,7.53,    28090-Moralzarzal,"Moralzarzal, Madrid",14.71,2020-03-31,213,213.00,27.00,22.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.43,0.00,0.00,0.00
12321,2.86,7.53,    28090-Moralzarzal,"Moralzarzal, Madrid",14.71,2020-04-01,213,84.00,12.00,11.00,22.00,73.00,5.00,6.00,16.00,56.00,10.00,5.00,15.00,0.00,0.00,0.00,0.00,0.45,0.59,0.00,0.68,0.08,0.04,0.00,0.10,0.04,0.05,0.00,0.09,0.12,0.13,0.00,0.18,0.23,0.45,2.92
12321,2.86,7.53,    28090-Moralzarzal,"Moralzarzal, Madrid",14.71,2020-04-02,213,28.00,7.00,6.00,6.00,75.00,5.00,6.00,18.00,80.00,10.00,9.00,21.00,30.00,5.00,1.00,8.00,0.65,0.61,0.24,0.23,0.08,0.04,0.04,0.06,0.07,0.05,0.01,0.05,0.17,0.15,0.06,0.05,0.23,0.80,4.09
12321,2.86,7.53,    28090-Moralzarzal,"Moralzarzal, Madrid",14.71,2020-04-03,213,8.00,1.00,4.00,0.00,53.00,5.00,2.00,10.00,82.00,10.00,11.00,24.00,70.00,11.00,5.00,19.00,0.67,0.43,0.57,0.06,0.08,0.04,0.09,0.01,0.09,0.02,0.04,0.03,0.19,0.08,0.15,0.00,0.23,0.98,4.68
12321,2.86,7.53,    28090-Moralzarzal,"Moralzarzal, Madrid",14.71,2020-04-04,213,3.00,1.00,2.00,0.00,31.00,3.00,3.00,6.00,77.00,6.00,7.00,23.00,102.00,17.00,10.00,24.00,0.62,0.25,0.83,0.02,0.05,0.02,0.14,0.01,0.06,0.02,0.08,0.02,0.19,0.05,0.19,0.00,0.14,0.62,4.49
12321,2.86,7.53,    28090-Moralzarzal,"Moralzarzal, Madrid",14.71,2020-04-05,213,2.00,0.00,2.00,0.00,12.00,2.00,0.00,3.00,60.00,3.00,7.00,15.00,139.00,22.00,13.00,35.00,0.49,0.10,1.13,0.02,0.02,0.02,0.18,0.00,0.06,0.00,0.11,0.02,0.12,0.02,0.28,0.00,0.07,0.62,2.92
7452,7.19,13.23,    28091-Morata de Tajuña,"Morata de Tajuña, Madrid",22.29,2020-03-31,124,124.00,17.00,10.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.66,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.31,0.00,0.00,0.00
7452,7.19,13.23,    28091-Morata de Tajuña,"Morata de Tajuña, Madrid",22.29,2020-04-01,124,40.00,3.00,4.00,3.00,44.00,8.00,3.00,13.00,40.00,6.00,3.00,7.00,0.00,0.00,0.00,0.00,0.54,0.59,0.00,0.54,0.08,0.11,0.00,0.04,0.04,0.04,0.00,0.05,0.09,0.17,0.00,0.04,0.14,0.27,1.36
7452,7.19,13.23,    28091-Morata de Tajuña,"Morata de Tajuña, Madrid",22.29,2020-04-02,124,9.00,1.00,1.00,1.00,36.00,6.00,3.00,7.00,59.00,7.00,4.00,10.00,20.00,3.00,2.00,5.00,0.79,0.48,0.27,0.12,0.09,0.08,0.04,0.01,0.05,0.04,0.03,0.01,0.13,0.09,0.07,0.01,0.16,0.36,1.95
7452,7.19,13.23,    28091-Morata de Tajuña,"Morata de Tajuña, Madrid",22.29,2020-04-03,124,1.00,0.00,0.00,0.00,23.00,5.00,3.00,3.00,54.00,6.00,2.00,13.00,46.00,6.00,5.00,7.00,0.72,0.31,0.62,0.01,0.08,0.07,0.08,0.00,0.03,0.04,0.07,0.00,0.17,0.04,0.09,0.00,0.14,0.18,2.54
7452,7.19,13.23,    28091-Morata de Tajuña,"Morata de Tajuña, Madrid",22.29,2020-04-04,124,1.00,0.00,0.00,0.00,11.00,2.00,2.00,0.00,37.00,6.00,2.00,8.00,75.00,9.00,6.00,15.00,0.50,0.15,1.01,0.01,0.08,0.03,0.12,0.00,0.03,0.03,0.08,0.00,0.11,0.00,0.20,0.00,0.14,0.18,1.56
7452,7.19,13.23,    28091-Morata de Tajuña,"Morata de Tajuña, Madrid",22.29,2020-04-05,124,0.00,0.00,0.00,0.00,7.00,1.00,1.00,0.00,25.00,4.00,3.00,2.00,92.00,12.00,6.00,21.00,0.34,0.09,1.23,0.00,0.05,0.01,0.16,0.00,0.04,0.01,0.08,0.00,0.03,0.00,0.28,0.00,0.09,0.27,0.39
205712,3.03,8.40,    28092-Móstoles,"Móstoles, Madrid",22.61,2020-03-31,2822,2822.00,317.00,344.00,683.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.33,0.00,0.00,0.00
205712,3.03,8.40,    28092-Móstoles,"Móstoles, Madrid",22.61,2020-04-01,2822,957.00,103.00,112.00,228.00,923.00,89.00,111.00,231.00,942.00,125.00,121.00,224.00,0.00,0.00,0.00,0.00,0.46,0.45,0.00,0.47,0.06,0.04,0.00,0.05,0.06,0.05,0.00,0.05,0.11,0.11,0.00,0.11,2.83,10.77,43.68
205712,3.03,8.40,    28092-Móstoles,"Móstoles, Madrid",22.61,2020-04-02,2822,321.00,34.00,40.00,80.00,792.00,80.00,99.00,176.00,1234.00,139.00,148.00,316.00,475.00,64.00,57.00,111.00,0.60,0.39,0.23,0.16,0.07,0.04,0.03,0.02,0.07,0.05,0.03,0.02,0.15,0.09,0.05,0.04,3.14,13.17,61.62
205712,3.03,8.40,    28092-Móstoles,"Móstoles, Madrid",22.61,2020-04-03,2822,120.00,12.00,20.00,29.00,506.00,51.00,56.00,117.00,1116.00,117.00,137.00,272.00,1080.00,137.00,131.00,265.00,0.54,0.25,0.53,0.06,0.06,0.02,0.07,0.01,0.07,0.03,0.06,0.01,0.13,0.06,0.13,0.01,2.64,12.19,53.04
205712,3.03,8.40,    28092-Móstoles,"Móstoles, Madrid",22.61,2020-04-04,2822,46.00,4.00,9.00,12.00,285.00,27.00,40.00,63.00,836.00,91.00,101.00,217.00,1655.00,195.00,194.00,391.00,0.41,0.14,0.80,0.02,0.04,0.01,0.09,0.00,0.05,0.02,0.09,0.00,0.11,0.03,0.19,0.01,2.06,8.99,42.31
205712,3.03,8.40,    28092-Móstoles,"Móstoles, Madrid",22.61,2020-04-05,2822,14.00,1.00,2.00,3.00,165.00,16.00,29.00,35.00,581.00,59.00,68.00,145.00,2062.00,241.00,245.00,500.00,0.28,0.08,1.00,0.01,0.03,0.01,0.12,0.00,0.03,0.01,0.12,0.00,0.07,0.02,0.24,0.00,1.33,6.05,28.27
2862,4.12,11.15,    28093-Navacerrada,"Navacerrada, Madrid",21.87,2020-03-31,52,52.00,10.00,5.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.45,0.00,0.00,0.00
2862,4.12,11.15,    28093-Navacerrada,"Navacerrada, Madrid",21.87,2020-04-01,52,20.00,3.00,3.00,5.00,12.00,3.00,1.00,5.00,20.00,4.00,1.00,3.00,0.00,0.00,0.00,0.00,0.70,0.42,0.00,0.70,0.14,0.10,0.00,0.10,0.03,0.03,0.00,0.10,0.10,0.17,0.00,0.17,0.09,0.09,0.58
2862,4.12,11.15,    28093-Navacerrada,"Navacerrada, Madrid",21.87,2020-04-02,52,6.00,0.00,1.00,1.00,18.00,3.00,2.00,7.00,13.00,4.00,1.00,3.00,15.00,3.00,1.00,2.00,0.45,0.63,0.52,0.21,0.14,0.10,0.10,0.00,0.03,0.07,0.03,0.03,0.10,0.24,0.07,0.03,0.09,0.09,0.58
2862,4.12,11.15,    28093-Navacerrada,"Navacerrada, Madrid",21.87,2020-04-03,52,0.00,0.00,0.00,0.00,12.00,3.00,1.00,5.00,18.00,2.00,2.00,4.00,22.00,5.00,2.00,4.00,0.63,0.42,0.77,0.00,0.07,0.10,0.17,0.00,0.07,0.03,0.07,0.00,0.14,0.17,0.14,0.00,0.05,0.18,0.78
2862,4.12,11.15,    28093-Navacerrada,"Navacerrada, Madrid",21.87,2020-04-04,52,0.00,0.00,0.00,0.00,5.00,0.00,1.00,2.00,17.00,4.00,1.00,5.00,30.00,6.00,3.00,6.00,0.59,0.17,1.05,0.00,0.14,0.00,0.21,0.00,0.03,0.03,0.10,0.00,0.17,0.07,0.21,0.00,0.09,0.09,0.97
2862,4.12,11.15,    28093-Navacerrada,"Navacerrada, Madrid",21.87,2020-04-05,52,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,11.00,0.00,2.00,3.00,39.00,10.00,3.00,9.00,0.38,0.07,1.36,0.00,0.00,0.00,0.35,0.00,0.07,0.00,0.10,0.00,0.10,0.03,0.31,0.00,0.00,0.18,0.58
1194,3.85,8.63,    28094-Navalafuente,"Navalafuente, Madrid",17.09,2020-03-31,19,19.00,4.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.59,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.25,0.00,0.00,0.00
1194,3.85,8.63,    28094-Navalafuente,"Navalafuente, Madrid",17.09,2020-04-01,19,7.00,2.00,1.00,0.00,4.00,1.00,2.00,0.00,8.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.67,0.34,0.00,0.59,0.08,0.08,0.00,0.17,0.08,0.17,0.00,0.08,0.25,0.00,0.00,0.00,0.02,0.09,0.58
1194,3.85,8.63,    28094-Navalafuente,"Navalafuente, Madrid",17.09,2020-04-02,19,3.00,1.00,0.00,0.00,4.00,1.00,1.00,0.00,7.00,1.00,3.00,1.00,5.00,1.00,0.00,2.00,0.59,0.34,0.42,0.25,0.08,0.08,0.08,0.08,0.25,0.08,0.00,0.00,0.08,0.00,0.17,0.00,0.02,0.27,0.20
1194,3.85,8.63,    28094-Navalafuente,"Navalafuente, Madrid",17.09,2020-04-03,19,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,7.00,1.00,2.00,1.00,8.00,2.00,2.00,2.00,0.59,0.34,0.67,0.00,0.08,0.08,0.17,0.00,0.17,0.00,0.17,0.00,0.08,0.00,0.17,0.00,0.02,0.18,0.20
1194,3.85,8.63,    28094-Navalafuente,"Navalafuente, Madrid",17.09,2020-04-04,19,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,5.00,0.00,2.00,1.00,11.00,3.00,2.00,2.00,0.42,0.25,0.92,0.00,0.00,0.08,0.25,0.00,0.17,0.00,0.17,0.00,0.08,0.00,0.17,0.00,0.00,0.18,0.20
1194,3.85,8.63,    28094-Navalafuente,"Navalafuente, Madrid",17.09,2020-04-05,19,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,3.00,0.00,1.00,0.00,14.00,3.00,3.00,3.00,0.25,0.17,1.17,0.00,0.00,0.08,0.25,0.00,0.08,0.00,0.25,0.00,0.00,0.00,0.25,0.00,0.00,0.09,0.00
2465,3.12,8.15,    28095-Navalagamella,"Navalagamella, Madrid",15.78,2020-03-31,41,41.00,3.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.66,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.32,0.00,0.00,0.00
2465,3.12,8.15,    28095-Navalagamella,"Navalagamella, Madrid",15.78,2020-04-01,41,7.00,0.00,1.00,2.00,16.00,2.00,3.00,4.00,18.00,1.00,4.00,2.00,0.00,0.00,0.00,0.00,0.73,0.65,0.00,0.28,0.04,0.08,0.00,0.00,0.16,0.12,0.00,0.04,0.08,0.16,0.00,0.08,0.02,0.36,0.39
2465,3.12,8.15,    28095-Navalagamella,"Navalagamella, Madrid",15.78,2020-04-02,41,2.00,0.00,0.00,0.00,12.00,1.00,2.00,4.00,18.00,2.00,5.00,3.00,9.00,0.00,1.00,1.00,0.73,0.49,0.37,0.08,0.08,0.04,0.00,0.00,0.20,0.08,0.04,0.00,0.12,0.16,0.04,0.00,0.05,0.45,0.58
2465,3.12,8.15,    28095-Navalagamella,"Navalagamella, Madrid",15.78,2020-04-03,41,1.00,0.00,0.00,0.00,6.00,0.00,2.00,2.00,13.00,3.00,0.00,4.00,21.00,0.00,6.00,2.00,0.53,0.24,0.85,0.04,0.12,0.00,0.00,0.00,0.00,0.08,0.24,0.00,0.16,0.08,0.08,0.00,0.07,0.00,0.78
2465,3.12,8.15,    28095-Navalagamella,"Navalagamella, Madrid",15.78,2020-04-04,41,0.00,0.00,0.00,0.00,5.00,0.00,2.00,1.00,8.00,1.00,0.00,3.00,28.00,2.00,6.00,4.00,0.32,0.20,1.14,0.00,0.04,0.00,0.08,0.00,0.00,0.08,0.24,0.00,0.12,0.04,0.16,0.00,0.02,0.00,0.58
2465,3.12,8.15,    28095-Navalagamella,"Navalagamella, Madrid",15.78,2020-04-05,41,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,7.00,1.00,2.00,3.00,32.00,2.00,6.00,5.00,0.28,0.08,1.30,0.00,0.04,0.00,0.08,0.00,0.08,0.00,0.24,0.00,0.12,0.00,0.20,0.00,0.02,0.18,0.58
26364,3.76,7.73,    28096-Navalcarnero,"Navalcarnero, Madrid",13.91,2020-03-31,429,429.00,55.00,50.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.63,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.36,0.00,0.00,0.00
26364,3.76,7.73,    28096-Navalcarnero,"Navalcarnero, Madrid",13.91,2020-04-01,429,132.00,12.00,15.00,39.00,146.00,24.00,20.00,23.00,151.00,19.00,15.00,33.00,0.00,0.00,0.00,0.00,0.57,0.55,0.00,0.50,0.07,0.09,0.00,0.05,0.06,0.08,0.00,0.06,0.13,0.09,0.00,0.15,0.43,1.33,6.43
26364,3.76,7.73,    28096-Navalcarnero,"Navalcarnero, Madrid",13.91,2020-04-02,429,37.00,1.00,6.00,10.00,121.00,10.00,17.00,31.00,207.00,35.00,22.00,37.00,64.00,9.00,5.00,17.00,0.79,0.46,0.24,0.14,0.13,0.04,0.03,0.00,0.08,0.06,0.02,0.02,0.14,0.12,0.06,0.04,0.79,1.96,7.21
26364,3.76,7.73,    28096-Navalcarnero,"Navalcarnero, Madrid",13.91,2020-04-03,429,15.00,0.00,2.00,5.00,70.00,4.00,11.00,15.00,179.00,26.00,21.00,43.00,165.00,25.00,16.00,32.00,0.68,0.27,0.63,0.06,0.10,0.02,0.09,0.00,0.08,0.04,0.06,0.01,0.16,0.06,0.12,0.02,0.59,1.87,8.38
26364,3.76,7.73,    28096-Navalcarnero,"Navalcarnero, Madrid",13.91,2020-04-04,429,6.00,0.00,2.00,0.00,38.00,2.00,9.00,9.00,140.00,19.00,12.00,39.00,245.00,34.00,27.00,47.00,0.53,0.14,0.93,0.02,0.07,0.01,0.13,0.00,0.05,0.03,0.10,0.01,0.15,0.03,0.18,0.00,0.43,1.07,7.61
26364,3.76,7.73,    28096-Navalcarnero,"Navalcarnero, Madrid",13.91,2020-04-05,429,2.00,0.00,1.00,0.00,19.00,1.00,3.00,6.00,99.00,14.00,15.00,24.00,309.00,40.00,31.00,65.00,0.38,0.07,1.17,0.01,0.05,0.00,0.15,0.00,0.06,0.01,0.12,0.00,0.09,0.02,0.25,0.00,0.32,1.33,4.68
129,17.83,24.03,    28097-Navarredonda y San Mamés,"Navarredonda y San Mamés, Madrid",36.43,2020-03-31,3,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00
129,17.83,24.03,    28097-Navarredonda y San Mamés,"Navarredonda y San Mamés, Madrid",36.43,2020-04-01,3,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,1.55,0.00,0.00,0.20
129,17.83,24.03,    28097-Navarredonda y San Mamés,"Navarredonda y San Mamés, Madrid",36.43,2020-04-02,3,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.78,0.78,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.78,0.78,0.00,0.00,0.00
129,17.83,24.03,    28097-Navarredonda y San Mamés,"Navarredonda y San Mamés, Madrid",36.43,2020-04-03,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.78,0.78,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.78,0.78,0.00,0.00,0.00,0.20
129,17.83,24.03,    28097-Navarredonda y San Mamés,"Navarredonda y San Mamés, Madrid",36.43,2020-04-04,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.78,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,1.55,0.00,0.00,0.00,0.00
129,17.83,24.03,    28097-Navarredonda y San Mamés,"Navarredonda y San Mamés, Madrid",36.43,2020-04-05,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,2.00,0.78,0.00,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,1.55,0.00,0.00,0.00,0.20
2640,4.55,11.21,    28099-Navas del Rey,"Navas del Rey, Madrid",20.30,2020-03-31,31,31.00,4.00,6.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.30,0.00,0.00,0.00
2640,4.55,11.21,    28099-Navas del Rey,"Navas del Rey, Madrid",20.30,2020-04-01,31,11.00,1.00,2.00,3.00,7.00,1.00,1.00,2.00,13.00,2.00,3.00,3.00,0.00,0.00,0.00,0.00,0.49,0.27,0.00,0.42,0.08,0.04,0.00,0.04,0.11,0.04,0.00,0.08,0.11,0.08,0.00,0.11,0.05,0.27,0.58
2640,4.55,11.21,    28099-Navas del Rey,"Navas del Rey, Madrid",20.30,2020-04-02,31,4.00,0.00,0.00,2.00,8.00,1.00,1.00,2.00,15.00,2.00,5.00,4.00,4.00,1.00,0.00,0.00,0.57,0.30,0.15,0.15,0.08,0.04,0.04,0.00,0.19,0.04,0.00,0.00,0.15,0.08,0.00,0.08,0.05,0.45,0.78
2640,4.55,11.21,    28099-Navas del Rey,"Navas del Rey, Madrid",20.30,2020-04-03,31,2.00,0.00,0.00,1.00,5.00,1.00,0.00,1.00,13.00,1.00,3.00,6.00,11.00,2.00,3.00,0.00,0.49,0.19,0.42,0.08,0.04,0.04,0.08,0.00,0.11,0.00,0.11,0.00,0.23,0.04,0.00,0.04,0.02,0.27,1.17
2640,4.55,11.21,    28099-Navas del Rey,"Navas del Rey, Madrid",20.30,2020-04-04,31,1.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,12.00,1.00,2.00,6.00,15.00,3.00,4.00,1.00,0.45,0.11,0.57,0.04,0.04,0.00,0.11,0.00,0.08,0.00,0.15,0.00,0.23,0.00,0.04,0.04,0.02,0.18,1.17
2640,4.55,11.21,    28099-Navas del Rey,"Navas del Rey, Madrid",20.30,2020-04-05,31,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,8.00,1.00,1.00,3.00,20.00,3.00,5.00,4.00,0.30,0.08,0.76,0.04,0.04,0.00,0.11,0.00,0.04,0.00,0.19,0.00,0.11,0.00,0.15,0.04,0.02,0.09,0.58
5959,2.16,6.34,    28100-Nuevo Baztán,"Nuevo Baztán, Madrid",14.80,2020-03-31,108,108.00,9.00,19.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.81,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.50,0.00,0.00,0.00
5959,2.16,6.34,    28100-Nuevo Baztán,"Nuevo Baztán, Madrid",14.80,2020-04-01,108,47.00,3.00,7.00,19.00,31.00,3.00,6.00,6.00,30.00,3.00,6.00,5.00,0.00,0.00,0.00,0.00,0.50,0.52,0.00,0.79,0.05,0.05,0.00,0.05,0.10,0.10,0.00,0.12,0.08,0.10,0.00,0.32,0.07,0.53,0.97
5959,2.16,6.34,    28100-Nuevo Baztán,"Nuevo Baztán, Madrid",14.80,2020-04-02,108,16.00,0.00,3.00,5.00,33.00,3.00,5.00,10.00,43.00,4.00,9.00,12.00,16.00,2.00,2.00,3.00,0.72,0.55,0.27,0.27,0.07,0.05,0.03,0.00,0.15,0.08,0.03,0.05,0.20,0.17,0.05,0.08,0.09,0.80,2.34
5959,2.16,6.34,    28100-Nuevo Baztán,"Nuevo Baztán, Madrid",14.80,2020-04-03,108,4.00,0.00,1.00,0.00,27.00,3.00,3.00,8.00,45.00,1.00,9.00,15.00,32.00,5.00,6.00,7.00,0.76,0.45,0.54,0.07,0.02,0.05,0.08,0.00,0.15,0.05,0.10,0.02,0.25,0.13,0.12,0.00,0.02,0.80,2.92
5959,2.16,6.34,    28100-Nuevo Baztán,"Nuevo Baztán, Madrid",14.80,2020-04-04,108,3.00,0.00,1.00,0.00,12.00,2.00,1.00,3.00,40.00,2.00,7.00,14.00,53.00,5.00,10.00,13.00,0.67,0.20,0.89,0.05,0.03,0.03,0.08,0.00,0.12,0.02,0.17,0.02,0.23,0.05,0.22,0.00,0.05,0.62,2.73
5959,2.16,6.34,    28100-Nuevo Baztán,"Nuevo Baztán, Madrid",14.80,2020-04-05,108,1.00,0.00,0.00,0.00,8.00,1.00,1.00,2.00,23.00,3.00,3.00,6.00,76.00,5.00,15.00,22.00,0.39,0.13,1.28,0.02,0.05,0.02,0.08,0.00,0.05,0.02,0.25,0.00,0.10,0.03,0.37,0.00,0.07,0.27,1.17
334,5.69,12.28,    28101-Olmeda de las Fuentes,"Olmeda de las Fuentes, Madrid",19.46,2020-03-31,7,7.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.60,0.00,0.00,0.00
334,5.69,12.28,    28101-Olmeda de las Fuentes,"Olmeda de las Fuentes, Madrid",19.46,2020-04-01,7,1.00,0.00,0.00,1.00,5.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,1.50,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.30,0.00,0.30,0.00,0.00,0.00
